103,jpg,Kitchen
104,jpg,Dining area from kitchen
107,jpg,Living room
112,jpg,Main floor bedroom
114,jpg,Bottom of log stairway
115,jpg,Log stairway
119,jpg,Living room from Loft area
124,jpg,Upper floor left side bedroom with french door to balcony
100,jpg,Foyer
101,jpg,"Kitchen, looking towards Dining-Living room"
102,jpg,Foyer
105,jpg,Living room upper windows and vaulted ceiling
106,jpg,Dining and Living room
113,jpg,Bathroom
117,jpg,Loft study
120,jpg,Hallway
121,jpg,Hallway
122,jpg,Bedroom
123,jpg,Bedroom
125,jpg,Bedroom
127,jpg,Bedroom
116,jpg,Loft area on upper floor
118,jpg,Living room upper windows and vaulted ceiling
126,jpg,Upper floor right side bedroom
